seqnames	start	end	strand	gene	ENTREZID	product	gbkey
7	41089539	41089837	-	1700110I07Rik	77001	RIKEN cDNA 1700110I07 gene, transcript variant X4	ncRNA
7	41089851	41090099	+	Gm9239	668555	NA	exon
7	41120014	41120063	+	Gm6820	627987	NA	exon
7	41153664	41153876	+	Gm2128	100039269	predicted gene 2128, transcript variant X2	mRNA
7	41209610	41210029	-	Gm34811	102638189	predicted gene, 34811, transcript variant X2	ncRNA
7	41210021	41210171	+	Gm6866	628304	predicted gene 6866, transcript variant X2	mRNA
7	41233378	41233588	+	Gm9244	668561	NA	exon
7	41284327	41284478	+	Gm5592	434172	predicted gene 5592	mRNA
7	41298669	41298675	+	LOC102636352	102636352	NA	exon
7	41325391	41327315	-	Gm17791	100126099	NA	exon
7	41392312	41393217	-	AI987944	233168	expressed sequence AI987944, transcript variant X1	mRNA
7	41393469	41394020	+	Gm17102	102638296	predicted gene 17102	ncRNA
7	41448433	41448641	-	Vmn2r57	269902	vomeronasal 2, receptor 57	mRNA
7	41499294	41499890	-	AW146154	101835	expressed sequence AW146154	mRNA
7	41560714	41560796	-	LOC102642386	102642386	zinc finger protein 431-like, transcript variant X1	mRNA
7	41633531	41633694	+	Zfp788	67607	zinc finger protein 788	mRNA
7	41666389	41668210	-	Gm9252	668576	NA	exon
7	41668014	41668088	+	Vmn2r-ps54	75835	vomeronasal 2, receptor, pseudogene 54	misc_RNA
7	41682251	41683388	-	Cd9-ps	668579	NA	exon
7	41872462	41872670	-	Vmn2r58	628422	vomeronasal 2, receptor 58	mRNA
7	42058773	42058981	-	Vmn2r59	628444	vomeronasal 2, receptor 59	mRNA
7	42047856	42048290	-	Gm7224	637913	NA	exon
7	42105790	42107302	-	Gm5593	434175	predicted gene 5593, transcript variant X2	misc_RNA
7	42116471	42116679	+	Vmn2r60	637898	vomeronasal 2, receptor 60	mRNA
7	42125006	42126221	-	Gm2308	100039556	NA	exon
7	42260053	42260261	+	Vmn2r61	637873	vomeronasal 2, receptor 61	mRNA
7	42430105	42430369	-	Vmn2r-ps60	628490	vomeronasal 2, receptor, pseudogene 60	misc_RNA
7	42447937	42448080	-	4933421I07Rik	71162	RIKEN cDNA 4933421I07 gene	mRNA
7	42505610	42505778	-	Zfp141	434178	zinc finger protein 141, transcript variant X2	misc_RNA
7	42488770	42489112	+	Gm19246	100462739	NA	exon
7	42505827	42506793	+	Gm35353	102638902	predicted gene, 35353	ncRNA
7	42597532	42597656	-	LOC105242925	105242925	zinc finger protein 431-like, transcript variant X4	mRNA
7	42642480	42642604	-	9830147E19Rik	208111	RIKEN cDNA 9830147E19 gene	mRNA
7	42692651	42692732	-	Gm5595	434179	predicted gene 5595, transcript variant X2	mRNA
7	42665088	42665158	+	LOC105242926	105242926	uncharacterized LOC105242926, transcript variant X4	ncRNA
7	42705037	42708885	-	LOC101056115	101056115	NA	exon
7	42793288	42793496	-	Vmn2r62	546964	vomeronasal 2, receptor 62	mRNA
7	42867124	42867234	-	Gm2381	100039706	predicted gene 2381	misc_RNA
7	42933581	42933789	-	Vmn2r63	435975	vomeronasal 2, receptor 63	mRNA
7	42951724	42952207	+	Gm9266	668606	NA	exon
7	42953526	42954394	-	Gm9294	668668	NA	exon
7	43018798	43019006	+	Gm9268	668612	predicted gene 9268	mRNA
7	43078044	43078173	+	Gm17768	100045125	predicted gene, 17768, transcript variant X2	mRNA
7	43177588	43177703	+	Zfp936	668620	zinc finger protein 936	mRNA
7	43214039	43214147	+	EU599041	100170401	expressed sequence EU599041, transcript variant X1	misc_RNA
7	43253741	43253931	+	Gm35588	102639229	predicted gene, 35588, transcript variant X3	mRNA
7	43313104	43313311	-	Zfp715	69930	zinc finger protein 715, transcript variant X1	mRNA
7	43351341	43351420	+	Siglecf	233186	sialic acid binding Ig-like lectin F, transcript variant 1	mRNA
7	43408193	43408370	+	Siglecg	243958	sialic acid binding Ig-like lectin G, transcript variant X3	mRNA
7	43427643	43427720	+	C7H19orf84	105242927	chromosome 7 open reading frame, human C19orf84	mRNA
7	43430101	43430156	+	Lim2	233187	lens intrinsic membrane protein 2	mRNA
7	43437138	43437460	+	Nkg7	72310	natural killer cell group 7 sequence	mRNA
7	43440816	43440884	+	Cldnd2	74276	claudin domain containing 2	mRNA
7	43444072	43444204	+	Etfb	110826	electron transferring flavoprotein, beta polypeptide, transcript variant 1	mRNA
7	43457497	43457569	+	Mir7051	102465636	microRNA 7051	precursor_RNA
7	43464081	43464170	-	LOC105242928	105242928	uncharacterized LOC105242928	ncRNA
7	43463061	43463272	+	Vsig10l	75690	ZV-set and immunoglobulin domain containing 10 like, transcript variant X2	misc_RNA
7	43489945	43490023	-	Iglon5	210094	IgLON family member 5	mRNA
7	43505291	43505938	-	4931406B18Rik	74054	RIKEN cDNA 4931406B18 gene	mRNA
7	43506944	43507527	+	Gm9278	668630	NA	exon
7	43518941	43519083	-	Gm2511	100039946	predicted gene 2511, transcript variant X3	mRNA
7	43544300	43544428	-	Cd33	12489	CD33 antigen, transcript variant X2	mRNA
7	43562370	43562421	+	Zfp658	210104	zinc finger protein 658	mRNA
7	43579555	43579766	+	Zfp719	210105	zinc finger protein 719, transcript variant X2	mRNA
7	43607169	43607274	+	Zfp819	74400	zinc finger protein 819	mRNA
7	43634670	43634815	+	Ceacam18	72431	carcinoembryonic antigen-related cell adhesion molecule 18, transcript variant X1	mRNA
7	43659694	43660161	-	Siglece	83382	sialic acid binding Ig-like lectin E	mRNA
7	43671149	43671884	-	Gm36546	102640502	predicted gene, 36546, transcript variant X2	ncRNA
7	43672031	43672075	+	Ctu1	233189	cytosolic thiouridylase subunit 1 homolog (S. pombe)	mRNA
7	43680879	43681485	+	Klk14	317653	kallikrein related-peptidase 14, transcript variant X3	mRNA
7	43712567	43712704	+	Klk13	626834	kallikrein related-peptidase 13	mRNA
7	43755848	43755936	-	2310002F09Rik	100504720	RIKEN cDNA 2310002F09 gene	ncRNA
7	43768664	43769057	+	Klk12	69511	kallikrein related-peptidase 12, transcript variant X1	mRNA
7	43774617	43774801	+	Klk11	56538	kallikrein related-peptidase 11, transcript variant 1	mRNA
7	43781054	43781146	+	Klk10	69540	kallikrein related-peptidase 10	mRNA
7	43791588	43791728	+	Klk9	101533	kallikrein related-peptidase 9, transcript variant X1	mRNA
7	43797552	43797647	+	Klk8	259277	kallikrein related-peptidase 8, transcript variant X1	mRNA
7	43811444	43811493	+	Klk7	23993	kallikrein related-peptidase 7 (chymotryptic, stratum corneum)	mRNA
7	43824544	43824595	+	Klk6	19144	kallikrein related-peptidase 6, transcript variant 2	mRNA
7	43834157	43834178	+	Klk5	68668	kallikrein related-peptidase 5, transcript variant X3	mRNA
7	43881172	43881214	+	Klk4	56640	kallikrein related-peptidase 4 (prostase, enamel matrix, prostate)	mRNA
7	43929405	43929458	+	Klk15	317652	kallikrein related-peptidase 15, transcript variant X2	mRNA
7	43945012	43945111	+	Klk1b7-ps	16604	kallikrein 1-related peptidase b7, pseudogene	misc_RNA
7	43950672	43950736	+	Klk1b8	16624	kallikrein 1-related peptidase b8	mRNA
7	43966768	43966832	+	Klk1b1	16623	kallikrein 1-related peptidase b1	mRNA
7	43976061	43976142	+	Klk1b9	13648	kallikrein 1-related peptidase b9	mRNA
7	43995879	43995950	+	Klk1b11	16613	kallikrein 1-related peptidase b11	mRNA
7	44007953	44007992	+	Klk1b26	16618	kallikrein 1-related petidase b26, transcript variant X2	mRNA
7	44052290	44052386	+	Klk1b27	16619	kallikrein 1-related peptidase b27	mRNA
7	44102292	44102409	+	Klk1b21	16616	kallikrein 1-related peptidase b21	mRNA
7	44112683	44112747	+	Klk1b22	13646	kallikrein 1-related peptidase b22	mRNA
7	44136767	44137364	+	Klk1b16	16615	kallikrein 1-related peptidase b16	mRNA
7	44188230	44188318	+	Klk1b24	16617	kallikrein 1-related peptidase b24, transcript variant X1	mRNA
7	44198191	44198292	+	Klk1b3	18050	kallikrein 1-related peptidase b3	mRNA
7	44207435	44207499	+	Klk1b4	18048	kallikrein 1-related pepidase b4	mRNA
7	44216475	44216546	+	Klk1b5	16622	kallikrein 1-related peptidase b5	mRNA
7	44225437	44225524	+	Klk1	16612	kallikrein 1	mRNA
7	44236069	44236122	-	1700028J19Rik	70004	RIKEN cDNA 1700028J19 gene	ncRNA
7	44236139	44236600	+	Gm36864	102640913	predicted gene, 36864, transcript variant X7	mRNA
7	44246720	44246808	+	2410002F23Rik	668661	RIKEN cDNA 2410002F23 gene, transcript variant X5	mRNA
7	44249855	44249938	+	Snord88c	100217434	small nucleolar RNA, C/D box 88C	ncRNA
7	44250150	44250221	+	Snord88a	100217433	small nucleolar RNA, C/D box 88A	ncRNA
7	44261178	44261396	-	Acpt	100503991	acid phosphatase, testicular, transcript variant X1	mRNA
7	44261422	44261534	+	Gm15517	628854	predicted gene 15517, transcript variant X3	misc_RNA
7	44273058	44273158	-	LOC102632142	102632142	C3a anaphylatoxin chemotactic receptor-like, transcript variant X3	mRNA
7	44273668	44273749	-	Gm7238	638453	NA	exon
7	44306619	44306959	-	Clec11a	20256	C-type lectin domain family 11, member a	mRNA
7	44307848	44309086	+	Shank1	243961	SH3/ankyrin domain gene 1, transcript variant X1	mRNA
7	44385610	44385692	-	1700008O03Rik	69349	RIKEN cDNA 1700008O03 gene, transcript variant X3	mRNA
7	44374497	44374569	+	LOC105242929	105242929	uncharacterized LOC105242929	ncRNA
7	44384099	44384176	+	Syt3	20981	synaptotagmin III, transcript variant X1	mRNA
7	44430197	44431931	-	LOC105242930	105242930	uncharacterized LOC105242930, transcript variant X2	ncRNA
7	44442487	44442531	+	Lrrc4b	272381	leucine rich repeat containing 4B	mRNA
7	44451693	44451967	-	LOC105242931	105242931	uncharacterized LOC105242931	ncRNA
7	44465435	44465535	+	Aspdh	68352	aspartate dehydrogenase domain containing	mRNA
7	44467980	44468190	+	Josd2	66124	Josephin domain containing 2, transcript variant 1	mRNA
7	44470347	44470411	+	Mir7052	102465637	microRNA 7052	precursor_RNA
7	44482075	44484987	+	5430431A17Rik	71368	RIKEN cDNA 5430431A17 gene	ncRNA
7	44496256	44496513	-	Emc10	69683	ER membrane protein complex subunit 10	mRNA
7	44496584	44496730	+	Fam71e1	75538	family with sequence similarity 71, member E1, transcript variant X2	mRNA
7	44524571	44524669	-	Mybpc2	233199	myosin binding protein C, fast-type	mRNA
7	44532031	44532071	-	Spib	272382	Spi-B transcription factor (Spi-1/PU.1 related)	mRNA
7	44548755	44548815	-	Pold1	18971	polymerase (DNA directed), delta 1, catalytic subunit	mRNA
7	44538106	44538178	-	Mir7053	102466796	microRNA 7053	precursor_RNA
7	44553809	44553969	-	Nr1h2	22260	nuclear receptor subfamily 1, group H, member 2, transcript variant X1	mRNA
7	44572445	44572689	+	Napsa	16541	napsin A aspartic peptidase	mRNA
7	44590567	44590619	-	Gm15396	102632404	predicted gene 15396	ncRNA
7	44590661	44591758	+	Kcnc3	16504	potassium voltage gated channel, Shaw-related subfamily, member 3, transcript variant X3	mRNA
7	44670800	44670843	-	Myh14	71960	myosin, heavy polypeptide 14, transcript variant 2	mRNA
7	44621468	44621731	-	Gm30828	102632866	predicted gene, 30828, transcript variant X4	ncRNA
7	44666555	44669302	+	2310016G11Rik	69578	RIKEN cDNA 2310016G11 gene, transcript variant X6	misc_RNA
7	44708698	44708974	+	Izumo2	75510	IZUMO family member 2, transcript variant X1	mRNA
7	44748229	44748345	-	Zfp473	243963	zinc finger protein 473, transcript variant X2	mRNA
7	44748629	44748651	+	Vrk3	101568	vaccinia related kinase 3	mRNA
7	44791067	44791078	-	Gm29791	101056178	predicted gene, 29791, transcript variant X3	ncRNA
7	44816402	44816658	-	Atf5	107503	activating transcription factor 5, transcript variant 2	misc_RNA
7	44816370	44816483	+	Nup62-il4i1	100328588	Nup62-Il4i1 protein	mRNA
7	44816420	44816483	+	Nup62	18226	nucleoporin 62	mRNA
7	44836288	44836316	+	Il4i1	14204	interleukin 4 induced 1	mRNA
7	44848849	44849079	-	Tbc1d17	233204	TBC1 domain family, member 17	mRNA
7	44844324	44844417	+	LOC105242932	105242932	uncharacterized LOC105242932	ncRNA
7	44849133	44849348	+	Akt1s1	67605	AKT1 substrate 1 (proline-rich), transcript variant X1	mRNA
7	44849699	44849771	+	Mir707	735269	microRNA 707	precursor_RNA
7	44857055	44857252	+	Pnkp	59047	polynucleotide kinase 3'- phosphatase, transcript variant X7	misc_RNA
7	44869351	44870411	-	Ptov1	84113	prostate tumor over expressed gene 1, transcript variant X2	mRNA
7	44892231	44892664	-	Med25	75613	mediator complex subunit 25, transcript variant X1	mRNA
7	44895265	44896362	+	Fuz	70300	fuzzy homolog (Drosophila), transcript variant X3	mRNA
7	44929280	44929490	-	Ap2a1	11771	adaptor-related protein complex 2, alpha 1 subunit, transcript variant 2	mRNA
7	44906142	44906228	+	Gm31028	102633121	predicted gene, 31028	ncRNA
7	44916477	44918685	+	LOC105242933	105242933	uncharacterized LOC105242933	ncRNA
7	44929577	44929827	+	Tsks	22116	testis-specific serine kinase substrate, transcript variant X3	mRNA
7	44974595	44974829	-	Cpt1c	78070	carnitine palmitoyltransferase 1c, transcript variant X3	misc_RNA
7	44986283	44986420	-	Prmt1	15469	protein arginine N-methyltransferase 1, transcript variant 3	mRNA
7	44986900	44987370	+	Gm15545	100502630	predicted gene 15545	ncRNA
7	44997463	44997579	-	Bcl2l12	75736	BCL2-like 12 (proline rich)	mRNA
7	44997648	44998066	+	Irf3	54131	interferon regulatory factor 3, transcript variant 2	misc_RNA
7	45016080	45016357	-	Scaf1	233208	SR-related CTD-associated factor 1, transcript variant X2	mRNA
7	45012426	45012487	-	Mir7054	102466218	microRNA 7054	precursor_RNA
7	45018007	45018168	+	Rras	20130	Harvey rat sarcoma oncogene, subgroup R	mRNA
7	45052796	45052881	-	Prr12	233210	proline rich 12	mRNA
7	45062378	45062526	-	Prrg2	65116	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2, transcript variant X3	mRNA
7	45062429	45062531	+	Nosip	66394	nitric oxide synthase interacting protein, transcript variant 1	mRNA
7	45092096	45092213	-	Rcn3	52377	reticulocalbin 3, EF-hand calcium binding domain	mRNA
7	45103640	45103846	-	Fcgrt	14132	Fc receptor, IgG, alpha chain transporter, transcript variant X1	mRNA
7	45121757	45121821	+	Mir150	387168	microRNA 150	precursor_RNA
7	45124297	45124389	-	Rps11	27207	ribosomal protein S11	mRNA
7	45123025	45123111	-	Snord35b	27212	small nucleolar RNA, C/D box 35B	ncRNA
7	45128700	45128745	-	Rpl13a	22121	ribosomal protein L13A	mRNA
7	45126347	45126435	-	Snord35a	27211	small nucleolar RNA, C/D box 35A	ncRNA
7	45126603	45126668	-	Snord34	27210	small nucleolar RNA, C/D box 34	ncRNA
7	45126864	45126945	-	Snord33	27208	small nucleolar RNA, C/D box 33	ncRNA
7	45126918	45126991	-	Mir5121	100628629	microRNA 5121	precursor_RNA
7	45127383	45127463	-	Snord32a	27209	small nucleolar RNA, C/D box 32A	ncRNA
7	45136379	45136490	-	Flt3l	14256	FMS-like tyrosine kinase 3 ligand, transcript variant X17	misc_RNA
7	45154392	45154474	-	Aldh16a1	69748	aldehyde dehydrogenase 16 family, member A1, transcript variant X1	mRNA
7	45153835	45154540	+	Pih1d1	68845	PIH1 domain containing 1, transcript variant X2	mRNA
7	45163921	45164144	+	Slc17a7	72961	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	mRNA
7	45173303	45173361	+	Mir7055	102465638	microRNA 7055	precursor_RNA
7	45179489	45179597	-	Gfy	100039953	golgi-associated olfactory signaling regulator	mRNA
7	45176565	45176655	+	Pth2	114640	parathyroid hormone 2, transcript variant X4	mRNA
7	45204443	45204678	-	Ccdc155	384619	coiled-coil domain containing 155, transcript variant X2	mRNA
7	45188927	45189174	+	Gm31097	102633211	predicted gene, 31097, transcript variant X1	ncRNA
7	45211756	45212602	-	Dkkl1	50722	dickkopf-like 1, transcript variant X1	mRNA
7	45215753	45215874	+	Tead2	21677	TEA domain family member 2, transcript variant 1	mRNA
7	45238960	45239115	-	Cd37	12493	CD37 antigen, transcript variant 2	mRNA
7	45240753	45241303	+	Slc6a16	381884	solute carrier family 6, member 16	mRNA
7	45277331	45277617	+	1700039E15Rik	76713	RIKEN cDNA 1700039E15 gene, transcript variant X1	mRNA
7	45301833	45302360	-	LOC105242934	105242934	uncharacterized LOC105242934	ncRNA
7	45333687	45333780	-	Trpm4	68667	transient receptor potential cation channel, subfamily M, member 4	mRNA
7	45324958	45325651	+	Rpl14-ps1	100040970	ribosomal protein L14, pseudogene 1	misc_RNA
7	45335269	45337374	+	Hrc	15464	histidine rich calcium binding protein	mRNA
7	45366659	45367019	-	Ppfia3	76787	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	mRNA
7	45366163	45366274	+	Mtag2	50994	metastasis associated gene 2, transcript variant 2	ncRNA
7	45370522	45370564	-	Lin7b	22342	lin-7 homolog B (C. elegans)	mRNA
7	45395509	45395742	-	Snrnp70	20637	small nuclear ribonucleoprotein 70 (U1), transcript variant 1	mRNA
7	45405960	45407015	+	Kcna7	16495	potassium voltage-gated channel, shaker-related subfamily, member 7	mRNA
7	45413695	45413788	+	Ntf5	78405	neurotrophin 5	mRNA
7	45418166	45418525	+	Lhb	16866	luteinizing hormone beta, transcript variant X2	mRNA
7	45434881	45435170	-	Ruvbl2	20174	RuvB-like protein 2, transcript variant X2	mRNA
7	45434839	45435170	+	Gys1	14936	glycogen synthase 1, muscle	mRNA
7	45459530	45459886	-	Ftl1	14325	ferritin light chain 1	mRNA
7	45466742	45466898	-	Bax	12028	BCL2-associated X protein	mRNA
7	45488674	45488796	-	Dhdh	71755	dihydrodiol dehydrogenase (dimeric)	mRNA
7	45482026	45482090	+	Tulp2	56734	tubby-like protein 2, transcript variant X6	mRNA
7	45510323	45510408	-	Nucb1	18220	nucleobindin 1, transcript variant 2	mRNA
7	45525995	45526268	-	Ppp1r15a	17872	protein phosphatase 1, regulatory (inhibitor) subunit 15A	mRNA
7	45526330	45526441	+	Plekha4	69217	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	mRNA
7	45554855	45555066	+	Hsd17b14	66065	hydroxysteroid (17-beta) dehydrogenase 14, transcript variant X3	mRNA
7	45575127	45575176	-	0610005C13Rik	71661	RIKEN cDNA 0610005C13 gene, transcript variant 2	ncRNA
7	45569855	45570399	+	Bcat2	12036	branched chain aminotransferase 2, mitochondrial, transcript variant X1	mRNA
7	45595527	45596944	+	Gm31479	102633721	predicted gene, 31479, transcript variant X3	ncRNA
7	45615069	45615490	-	Fgf21	56636	fibroblast growth factor 21	mRNA
7	45617266	45617494	+	Fut1	14343	fucosyltransferase 1, transcript variant X1	mRNA
7	45621811	45622000	+	Izumo1	73456	izumo sperm-egg fusion 1	mRNA
7	45627537	45627590	+	Rasip1	69903	Ras interacting protein 1	mRNA
7	45639200	45640839	+	Mamstr	74490	MEF2 activating motif and SAP domain containing transcriptional regulator, transcript variant X1	mRNA
7	45666198	45666394	-	Fut2	14344	fucosyltransferase 2, transcript variant 2	mRNA
7	45659046	45661204	+	LOC105242936	105242936	uncharacterized LOC105242936, transcript variant X3	ncRNA
7	45666336	45666416	+	LOC105242935	105242935	uncharacterized LOC105242935, transcript variant X3	ncRNA
7	45693974	45694402	-	Sec1	56546	secretory blood group 1	mRNA
7	45684022	45684498	+	Ntn5	243967	netrin 5, transcript variant 2	mRNA
7	45699848	45700339	+	Car11	12348	carbonic anhydrase 11, transcript variant X1	mRNA
7	45705095	45705762	+	Dbp	13170	D site albumin promoter binding protein, transcript variant X1	mRNA
7	45717701	45718002	-	Sphk2	56632	sphingosine kinase 2, transcript variant 3	mRNA
7	45718071	45718139	+	Rpl18	19899	ribosomal protein L18	mRNA
7	45742054	45742498	-	Sult2b1	54200	sulfotransferase family, cytosolic, 2B, member 1, transcript variant X4	mRNA
7	45721220	45722654	+	Fam83e	73813	family with sequence similarity 83, member E	mRNA
7	45725107	45725816	-	Spaca4	69363	sperm acrosome associated 4	mRNA
7	45742049	45742131	+	Gm31597	102633874	predicted gene, 31597	ncRNA
7	45765353	45766227	+	LOC105242937	105242937	uncharacterized LOC105242937	ncRNA
7	45783743	45783980	+	Lmtk3	381983	lemur tyrosine kinase 3, transcript variant X2	mRNA
7	45814098	45814316	-	Cyth2	19158	cytohesin 2, transcript variant 2	mRNA
7	45824617	45824747	-	Kcnj14	211480	potassium inwardly-rectifying channel, subfamily J, member 14	mRNA
7	45830595	45830789	-	Grwd1	101612	glutamate-rich WD repeat containing 1	mRNA
